book,unit,source_file,global_chapter,local_chapter,title,type,tags,summary,core,normalized_percent,action,conflict,climax,reward,breakthrough,cultivation,emotion,reveal,tension,pleasure
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1121,11,酒圣到来,战斗描写、转折高潮,战斗、高潮,"黑甲神将允许施展秘术与世界投影（道符除外），体表三层黑光抵挡纪宁秘术。黑甲神将一刀之威达八大圣城之主级数，纪宁以无影遁术逼近，六柄北虹剑同时刺穿三层黑光，趁黑甲神将仅一柄战刀防御受影响时刺中其胸口符纹核心获胜。纪宁将洞溟玉符让与九尘。酒圣赶到，界灵蒲广播宣布九尘取得第二枚洞溟玉符，酒圣震惊。纪宁笑对酒圣""你来晚了""。",纪宁击败八大圣城之主级数的黑甲神将，九尘获第二枚洞溟玉符，酒圣来迟一步。,77.29468599033817,1,0,1,0,0,0,0,0,3.5,2.1
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1122,12,第三层世界,情节推进、设定展开,设定,酒圣敬佩纪宁让出洞溟玉符，邀纪宁联手抢夺黎星宫主处的洞溟玉符被拒。纪宁因芒涯国本命誓言束缚无法对同门出手、洞溟玉符对自己帮助有限、更在意赤波殿果实救师姐等原因放弃争夺，与九尘前往第三层世界。第三层世界有三条通道，每条含三枚令符，每名道君只能选一条通道。三条通道令符分别为：一四九、二六七、三五八。纪宁选含第九令符的通道（一四九），九尘选另一条（二六七）以最大化令符数量，九尘承诺所得令符全归纪宁。,纪宁放弃洞溟玉符争夺转战第三层世界，与九尘分选不同通道以最大化令符获取。,77.36369910282954,0,0,0,1,0,0,1,0,1.5,0.5
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1123,13,瞠目结舌,设定揭示、核心伏笔,伏笔、揭示、设定,"纪宁目送九尘离去后，在深渊边缘柱石上看到《生命》法门介绍——能改变魂魄真灵气息的逆天法门，连魂魄真灵气息都可伪装，万法相通之下可瞒骗因果感应不够强者。纪宁惊叹西斯族之可怕，认为此法门可用于隐藏身份渗透势力。纪宁以少许魂魄神念炼成""生命之衣""（可伪装任何看过的魂魄真灵气息），借助时光木屋外界仅过半个多月。纪宁踏上七色锁链，变化七种魂魄真灵气息安然通过，取第一令符。前方第二深渊柱石记载《道心》法门，纪宁再次瞠目结舌。",《生命》法门揭示（可伪装魂魄真灵气息，西斯族渗透利器），纪宁练成并取第一令符，《道心》法门浮现。,77.4327122153209,0,0,0,0,1,0,0,1,1.4,0.9
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1124,14,《道心》,悟道、设定展开,修炼、设定、爽点,"《道心》法门对修行帮助极大，道心排修行第一。《道心》分七重炼心狱，施展时有大痛苦降临如中红疽罕，第七重可让巅峰道君瞬间魂飞魄散。柱石仅载前三重（道君可学），后四重须成永恒帝君才有机会学。纪宁在时光木屋内修行，第一重第二重直接通过（说明对其无帮助），第三重""劫那衣炼心狱""令纪宁痛苦到无法念法门而自然停止，纪宁反而欣喜——说明第三重对自己有道心磨练之效。纪宁一次次在痛苦中提升极限，修行二十一年后终于念完第三重法门成功。",《道心》法门七重炼心狱设定展开，纪宁苦修二十一年练成前三重，道心得到磨练。,77.50172532781228,0,0,0,1,0,1,0,0,0.9,0.5
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1125,15,九百年,悟道、装备获取,修炼、奖励、爽点,"纪宁过三色锁链取第四令符，登上八千零三层台阶祭坛。界灵蒲告知祭坛之顶有九千层禁制，破开即可得第九令符，禁制不会自动修复。纪宁以时光木屋百倍加速、世界投影与秘术镇压，施展终极剑道之滴血（穿透性最强）一剑剑破禁制。禁制越往后越强，纪宁耗费半天破前一千层、六天破两千层、一个半月破三千层、九个月破四千层、近五年破五千层。纪宁参悟心剑术第十一式""一滴泪""未成，但滴血式感悟增多。最终耗费近二十年破六千层、近百年破七千层、近三百年破八千层，超过九百年终于破开最后一层禁制获第九令符。界灵蒲广播宣布第九令符被纪宁所得，引来众道君争夺。",纪宁耗费逾九百年（时光加速）破九千层禁制获最珍贵的第九令符，界灵蒲公开消息引来争夺。,77.57073844030366,0,0,0,0,0,1,0,0,0.0,0.5
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1126,16,接连陨落,设定展开、情节推进,设定,纪宁得知通过地面图案可传送回第二层世界。界灵蒲广播宣布最后一枚洞溟玉符被费琦道君获得，令符仅剩五份。纪宁本打算回第二层世界，得知九尘仅得一份令符后转飞九尘所在通道守护。九尘仍困于《道心》法门。酒圣飞来询问哪条通道令符未被抢，纪宁指引后酒圣离去。随后十二名巅峰道君由古迦王率领出现，道盟更新道君排名：酒圣第一、北冥第二、晓梦第三、黎星第四、光明王第五、古迦第六等，天斧道君、浒崖王已死。古迦王等威胁纪宁交出第九令符，纪宁显现三头六臂六柄北虹剑，冷然应战。,道君排名大更新（多人在混战中陨落），古迦王率十二名道君威胁纪宁交出第九令符，纪宁应战。,77.63975155279503,0,1,0,1,0,0,0,0,2.7,0.5
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1127,17,激战,战斗描写、转折高潮,战斗、高潮,纪宁得知天斧道君被古迦王所杀后怒火上涌，先施心力灭绝术压制众道君气焰，再以世界投影与秘术笼罩，手持六柄北虹剑直杀古迦王。纪宁剑速超越光明王、威猛胜古迦王最强攻击，疯狂连刺一百二十九剑击穿古迦王神体，古迦王借不死之身（化为黑雾血光）逃得一命。众道君大惊，纪宁以无影遁术在世界投影秘术范围内消失无踪，时而现身击退道君。众道君被迫五人靠拢才能正面抗住纪宁，第一次认识到纪宁的可怕。,纪宁以一敌十二击退古迦王，无影遁术令众道君胆寒，纪宁实力凌驾众道君之上。,77.7087646652864,1,0,1,0,0,0,0,0,3.5,2.1
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1128,18,一己之力,战斗描写、人物心理,情感、战斗,纪宁在应对围攻方面比酒圣更有优势——剑术完美全面、无影遁术可消失无踪，每时每刻交手道君不超过五位，反占主动。古迦王传音求罢手，纪宁要求他们滚出这条通道。众道君无奈退离，转去纪宁之前闯的通道学《生命》法门。纪宁继续守护九尘所在通道。随后晓梦、延虎、天残、黑枭四名排名前十的道君飞来，纪宁以同样手段阻拦，四人也无奈离去。一个多月后十六名道君联手杀回，部分已练成《生命》法门，纪宁堵在七色锁链前。,纪宁以一己之力先后逼退古迦王十二人及晓梦等四人，守护九尘所在通道不被闯入。,77.77777777777779,1,0,0,0,0,0,1,0,1.7000000000000002,0.8
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1129,19,放水,战斗描写、转折高潮,战斗、高潮,九名巅峰道君同时冲向纪宁，延虎、天残等七名围攻牵制。纪宁以无影遁术和防御剑术震飞古迦王、黑枭等，仅拦晓梦、古迦王、黑枭、尘雨四名威胁最大的道君，故意放延虎、尘雨等实力弱的过去。九尘在时光草屋内立本命誓言称洞溟玉符已用掉，被放水过来的五名道君放弃纠缠。五名道君发现《道心》法门后狂喜开始修炼。纪宁继续拦住晓梦等四人，拖延时间为九尘争取修炼《道心》法门的时间。,纪宁有选择地放水放过弱道君、专拦强道君，九尘立誓洞溟玉符已用掉解除纠缠，众道君发现《道心》法门。,77.84679089026915,1,0,1,0,0,0,1,1,4.5,2.1
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1130,20,最后一枚令符,情节推进、转折高潮,高潮,纪宁以传授《道心》法门为条件劝退众道君未果，继续拦阻晓梦等四人。五天后九尘练成《道心》法门过三色锁链取第六令符。延虎、天残练成《生命》法门后六人联手闯关，纪宁故意放延虎、尘雨过去（攻击弱威胁不大），拦住晓梦、古迦王、黑枭、天残四人。晓梦等无奈离去，率九名道君转去找费琦道君抢洞溟玉符。纪宁旁观另一通道混战：酒圣、黎星等四人争令符，光明王等七人混战。一年后黎星宫主抢得第八令符，仅剩第七令符。九尘在四名道君争夺中抢得第七令符。,九尘取第六、七令符，黎星宫主取第八令符，令符仅剩第七令符被九尘抢得，纪宁全程守护有功。,77.91580400276052,0,0,1,0,0,0,0,0,2.4,1.3
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1131,21,摘果子,转折高潮、装备获取,奖励、高潮,"九尘将三枚令符（第二、六、七令符）全数交给纪宁以补偿洞溟玉符之恩。界灵蒲宣布令符及洞溟玉符尽有归属，开启离开通道。纪宁与九尘去第九区域神树使处用第九令符换得冷焰鼎华果三百颗（十万混沌纪一熟），又去第七区域采摘果实。另一边酒圣以隐藏宝物""子轮箭""（虞星海上古战场遗留，可重创八大圣城之主级数）一击杀死费琦道君夺第二枚洞溟玉符，众道君震惊。酒圣被超过二十名道君围攻无法脱身，向纪宁传音求援。",九尘将三枚令符交给纪宁，纪宁开始换取果实；酒圣以子轮箭杀费琦道君夺洞溟玉符后遭围困求助纪宁。,77.9848171152519,1,0,1,1,0,0,0,0,4.4,2.6
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1132,22,纪宁的要求,矛盾展现、人物心理,冲突、情感,纪宁与酒圣传音谈判，故意漫天开价要洞溟玉符被拒，最终达成条件：酒圣交出除洞溟玉符、战斗法宝、两件保命奇物外所有宝物，纪宁出手相助。二人立本命誓言。纪宁将此事告知九尘，承诺宝物与九尘一人一半（两枚令符归纪宁，其余宝物平分）。纪宁与九尘化作流光杀入战场，世界投影与秘术笼罩，纪宁施展无影遁术钻入酒圣秘术范围配合行动，众道君面色大变。,纪宁以帮酒圣解围为条件获酒圣大量宝物，与九尘平分，三人联手杀入战场。,78.05383022774328,1,1,0,1,0,0,1,0,4.4,1.3
莽荒纪,赤波殿,33_第三十三卷_赤波殿_大纲.md,1133,23,落幕（本卷终章）,转折高潮、悬念设置,伏笔、高潮,"众道君宁可围攻酒圣也不愿对付纪宁（无影遁术措手不及）。纪宁现身一击震飞两名道君，与酒圣、九尘三人并肩而立。纪宁以三人联手可杀道君的威慑迫使众道君罢手，晓梦道君率众离去。石九、黎星宫主等承认纪宁与酒圣得大好处。纪宁独得八枚令符换取赤波殿八种珍贵果实，黎星宫主等得第八令符。酒圣交出宝物圆盘，纪宁分一半给九尘。三人采摘果实后在赤波殿各处用令符换果实。最终三道流光飞出赤波殿离开易波界。易波界外虚空中，六大势力领袖（冥兰主宰、风雨主宰、芒涯主宰等）亲自迎接纪宁，纷纷友好呼唤""北冥""。本卷终。",纪宁、酒圣、九尘联手震慑众道君罢手，纪宁独得八种赤波殿果实，六大势力领袖迎接纪宁，全卷收官。,78.12284334023465,1,0,1,1,0,0,0,0,4.4,2.6
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1134,1,复活师姐,人物引入、设定展开,人物、设定,纪宁向炎龙域界六大势力领袖（芒涯主宰、风雨主宰、冥兰主宰、金屿帝君、岐隐帝君、截五帝君）询问复活死去道侣的方法。冥兰主宰询问道侣死时境界与死亡地点，得知仅是天仙、死在混沌世界内后，指出复活难度因死亡地点不同而异——死在永恒界最易、异宇宙次之、混沌世界或虚空最难，且混沌世界的复活连主宰都做不到。,纪宁首次向巅峰大能询问复活师姐，得知复活难度取决于死亡地点。,78.19185645272601,0,0,0,0,0,0,1,0,0.6,0.0
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1135,2,至尊,设定揭示、悬念设置,伏笔、揭示、设定,"冥兰主宰揭示混沌宇宙中比永恒帝君更强的存在——""至尊""，至尊能逆转时空、在混沌宇宙中旅行、创造异宇宙，是修行者文明的至高领袖。当年覆灭西斯族正是靠至尊带领。但至尊超然物外，连三大主宰活了无尽岁月都从未见过。纪宁得知复活师姐唯有至尊出手，且需媲美赤波殿级别的宝物才有资格。纪宁决心增强实力以获取重宝。","""至尊""这一修行至高境界首次揭示，复活师姐的唯一希望指向至尊。",78.26086956521739,0,0,0,1,0,0,0,1,1.3,0.5
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1136,3,入道盟仙宫,设定展开、情节推进,设定,"纪宁以赤波殿果实与六大势力交换珍材，用八万颗清宁果换得《剑道之身》护体神通第二层第三层所需珍材，又以多种果实交换《分光大剑气》前两重境所需珍材。纪宁保留最珍贵的第九果实""冷焰鼎华果""三百颗不换，声称要前往道盟仙宫宝库为北虹剑寻找所需珍材。金屿帝君带纪宁前往道盟仙宫，黑云帝君与金屿帝君共同开启宝库。",纪宁完成珍材交换，前往道盟仙宫宝库为北虹剑寻找成长所需宝物。,78.32988267770877,0,0,0,1,0,0,0,0,0.9,0.5
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1137,4,北虹剑所需的宝物,设定展开、伏笔埋设,伏笔、设定,"纪宁在道盟仙宫宝库中操纵六柄北虹剑之灵逐一碰触宝物感应，历时五个多时辰查遍全部宝物，发现十二种对北虹剑有帮助的宝物。但报出第一种""六贼无影花""需过万朵、第二种""般火真如铁""需万丈高山大小时，整个炎龙域界都凑不出如此大的量。",北虹剑成长所需宝物种类的量远超炎龙域界所能凑齐，为蓝昊主宰登场埋下伏笔。,78.39889579020014,0,0,0,1,0,0,0,1,1.3,0.5
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1138,5,魔象石壁,人物引入、转折高潮,人物、高潮,"纪宁继续报出宝物，大多无法凑齐，仅第八种""九曲寒髓""因炎龙域界有一条环绕星辰的长十万里宽数百里的九曲寒髓河流而六方分摊凑齐。最后一种""沉火黑石""需十万丈高山大的量，炎龙域界仅能凑千丈高山大。此时芒涯主宰身后看似普通的独角青年""蓝昊主宰""显露出主宰级气息，自称在无尽黑暗中漂泊去过一个个域界，因赤波殿出现而醒来，愿以一百颗冷焰鼎华果换取足够沉火黑石，并亲自送纪宁前往名为""魔象石壁""之地。","神秘主宰蓝昊登场，提供沉火黑石来源——无尽黑暗中的""魔象石壁""，本卷核心地名正式揭示。",78.4679089026915,0,0,1,1,0,0,0,1,3.6999999999999997,1.8
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1139,6,安排,人物心理、情节推进,情感,两年后六大势力凑齐珍材，纪宁将果实交付各方。出发途中纪宁在大莫域附近停下，解散四名追随者苏尤姬、丹宝、那娅道君、凶火道君，给他们保命宝物并安排各自闯荡。纪宁通过时空通道与第二元神碰面，将易波界所得诸多低层次宝物和丹药交给第二元神用于三界。蓝昊主宰感叹永恒生命的孤寂，表示送纪宁到魔象石壁后将离开炎龙域界继续漂泊。,纪宁解散追随者、向第二元神交接宝物，为前往魔象石壁做最后准备。,78.53692201518288,0,0,0,1,0,0,1,0,1.5,0.5
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1140,7,黑暗中的石壁,环境铺陈、设定展开,设定,纪宁在洞天内以九曲寒髓供北虹剑吞噬蜕变，北虹剑由纯金色变为蓝金色，防御剑术《阴阳式》《唯心式》威力增幅约五倍。九年后蓝昊主宰抵达目的地，魔象石壁位于无尽黑暗中，是一座约百万里长的庞然大物，形如独角大象，通体黑色极深红色，厚度仅千里，材质为沉火黑石。蓝昊主宰称整个石壁太过庞大无法强行带走，让纪宁的北虹剑自行吞噬。蓝昊主宰立下本命誓言后离去。,魔象石壁的真面目揭示——百万里长的沉火黑石刻壁，北虹剑吸收九曲寒髓后完成第二重蜕变。,78.60593512767426,0,0,0,0,0,0,1,1,1.0,0.0
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1141,8,挖开,转折高潮、伏笔埋设,伏笔、高潮,纪宁令北虹剑吞噬沉火黑石，先沿球面挖出千里方圆一块。但仅半个时辰就挖不动了——里面不是沉火黑石而是另一种无法吞噬的银白色材质。纪宁将千里大的沉火黑石剥离后收取，发现银白材质上有无数复杂纹路，隐隐是庞大文字的一部分，风格与青花印记、幻尘文字、赤波殿三字相同，暗示魔象石壁内藏大秘密。,剥开沉火黑石后露出银白材质，发现神秘文字纹路，魔象石壁内藏秘密的伏笔正式埋下。,78.67494824016563,0,0,1,0,0,0,0,1,2.8,1.3
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1142,9,天崩式,战斗描写、爽点设置,战斗、爽点,"纪宁无法攻破银白材质，决定继续剥离沉火黑石外层。约三个月后全部外层剥完，北虹剑吃饱达到吸收极限，颜色变为接近黑色表面隐有蓝光金光。纪宁试剑，吸收沉火黑石后""天崩式""威能大增，一剑劈出周围百亿里空间湮灭时空破碎，达到八大圣城之主级数。九尘惊叹不已，纪宁透露自己修成心剑术。二人发现魔象石壁唯一的通道入口，决定进入探索。",北虹剑完成第三重蜕变（沉火黑石），天崩式达八大圣城之主级数，二人进入魔象石壁内部。,78.74396135265701,1,0,0,1,1,0,0,1,3.4,3.9
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1143,10,虎,环境铺陈、悬念设置,伏笔、设定,二人进入银白通道，发现内壁有阵法禁制纹路，通道内有无形力量压制神念。行至三里处出现岔道，继续前进发现通道内壁有五道利爪撕裂的伤口，将阵法秘纹完全破坏。纪宁测试银白材质残骸，确认撕裂内壁的至少是主宰层次。二人沿通道深入，发现殿厅祭坛、火红圆柱均被利爪破坏，最终到达一片有千亿里大小的虚空，中央有数十亿里直径的星辰。纪宁判断这是西斯族风格，魔象石壁应为当年西斯族战争遗留。二人伪装成二步道君飞向星辰。,魔象石壁内部发现西斯族风格星辰，通道内利爪痕迹暗示曾有主宰级强者破坏，西斯族遗迹线索浮现。,78.81297446514837,0,0,0,0,0,0,0,1,0.4,0.0
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1144,11,天耶罗,人物引入、矛盾展现,人物、冲突,"二人飞向星辰，发现大地有无数生灵繁衍，实力普遍很强（天神天仙层次多，祖神祖仙也有）。远处有约六十名世界境两方厮杀，一方领袖""玛吉""实力极强。纪宁以心力侵入天耶罗家族世界境记忆，得知这颗星辰以血统定地位，分上等家族（需王级傀儡坐镇）、中等家族（需道君和将级傀儡坐镇）、下等家族。天耶罗是中等家族。纪宁杀死天耶罗家族世界境，放走一人传话挑衅天耶罗。",星辰上家族血统等级体系揭示，纪宁通过世界境记忆了解星辰格局并主动挑衅天耶罗家族。,78.88198757763976,1,1,0,0,0,0,0,1,3.3000000000000003,0.8
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1145,12,西斯族？,设定揭示、转折高潮,揭示、设定、高潮,"天耶罗率傀儡前来，被九尘一掌抓住傀儡、纪宁心力控制天耶罗。天耶罗交代星辰最强者为弗魔族、爵崖族、弄帖一族三大上等家族，三大家族自称""西斯族""。历史上曾有一位永恒帝君挑战三大家族，被三大家族联手杀死。纪宁判断三大家族可能是西斯族残留或传承族群，决定动手。纪宁释放心之世界投影笼罩整个星辰，向三大家族发出挑衅，约定在飞鹤山脉决战。",三大家族自称西斯族的真相揭示，纪宁以世界投影挑衅三大家族，将战场引至飞鹤山脉。,78.95100069013112,1,0,1,1,0,0,0,1,4.800000000000001,2.6
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1146,13,帝级傀儡,设定展开、悬念设置,伏笔、设定,三大家族地底深处，三名银色人族长商议对策，决定各自派遣两尊帝级傀儡（共六尊）围攻纪宁。帝级傀儡在无尽疆域极为罕见，但三大家族每个家族都有至少五尊以上。飞鹤山脉中，纪宁感应到六尊傀儡飞来，威能远超四步道君，确认为帝级傀儡。纪宁与九尘准备迎战，纪宁凭北虹剑和心剑术已有八大圣城之主级战力，颇有底气。,三大家族派出六尊帝级傀儡围攻，帝级傀儡的罕见与三大家族底蕴之深令纪宁九尘震惊。,79.0200138026225,1,0,0,0,0,0,0,0,1.1,0.8
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1147,14,围攻,战斗描写、矛盾爆发,冲突、战斗,"六尊帝级傀儡各有特长——雷电傀儡（速度极快）、火焰傀儡（火焰大蛇+黑鞭）、雾气傀儡（遮掩神念心力）、八臂刀锋傀儡（八柄战刀近战）、岩石傀儡（六臂力量防御最强）、剑傀儡（领头用剑）。纪宁以世界投影+九大秘术+阴阳剑意领域双重叠加束缚六尊傀儡，以攻对攻逐一正面击败。六大傀儡联手以雷电、火焰、雾气组成""三色绳子""束缚纪宁，岩石傀儡欲擒抱。",六大帝级傀儡各显神通围攻纪宁，三色绳索束缚令纪宁实力仅发挥七成。,79.08902691511386,1,1,0,0,0,0,0,0,2.9000000000000004,0.8
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1148,15,擒拿,战斗描写、转折高潮,战斗、高潮,纪宁先示敌以弱，关键时刻以天崩式轰飞八臂傀儡和剑傀儡，再以无影式鬼魅剑光缠绕岩石傀儡数十圈强行收进洞天。随后追赶八臂傀儡，以无影、天崩、滴血三式交替三个呼吸攻破其防御擒拿。九尘牵制剑傀儡，纪宁赶到后一个呼吸擒拿。三大家族族长下令撤退，雷电、雾气、火焰三尊有不死身手段的傀儡逃走。纪宁获三尊帝级傀儡，决定炼化以获取三大家族情报。,纪宁以高超剑术擒拿三尊帝级傀儡，三大家族首次重大挫败。,79.15804002760525,1,0,1,1,0,0,0,0,4.4,2.6
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1149,16,三大家族,设定揭示、矛盾深化,冲突、揭示、设定,"三大族长震惊于纪宁实力，决定全力以赴——三位族长加所有拥有不死身手段的帝级傀儡（共八尊）全部出手，同时开启全部镇族阵法和西斯法盘戒备。纪宁炼化岩石傀儡后询问得知：三大家族由三位自称西斯族者建立，族长原为正常修行者，成族长后变银色人实力大增；三大家族从""隐秘之地""抓捕帝级傀儡，抹杀傀儡之灵后重新孕育；三大族长任何一个都能击败六尊帝级傀儡；隐秘之地位置只有族长知道。九尘也炼化八臂傀儡。",三大家族的起源、帝级傀儡来源、族长实力等隐秘揭示，三大家族决定全力围剿纪宁。,79.22705314009661,0,1,0,0,0,0,0,1,2.2,0.0
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1150,17,银色人,战斗描写、设定揭示,战斗、揭示、设定,"三名银色人率八尊帝级傀儡杀来，纪宁发现银色人的气息与虞星海洞窟中曾见过的黝黑人形生物（当场杀主宰者）很像，但威压弱得多。纪宁以世界投影+九大秘术束缚，银色人速度仍保持百倍天道极限。纪宁施展无影遁术消失，银色人令五色绳索化为""五色海洋""逼纪宁显形。纪宁显形后以滴血遁术直扑瘦小银色人，六柄北虹剑与银色尖刺激烈碰撞，余波毁掉整个飞鹤山脉。",三大族长与帝级傀儡联手围攻纪宁，银色人与西斯族黝黑人形生物的关联确认。,79.29606625258799,1,0,0,0,0,0,0,1,1.5,0.8
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1151,18,手段尽出,战斗描写、转折高潮,战斗、高潮,"三名银色人联手围攻纪宁，五色绳索保持千万里范围使纪宁实力降至七成。纪宁以防御剑术《唯心式》《阴阳式》滴水不漏地抵挡，三名银色人虽力量强、速度快，但""道""的境界极低（仅勉强媲美清风圣主），招式蠢笨。三名银色人无奈动用西斯族遗留宝物——声波奇宝（攻击魂魄真灵）、黑色火焰（腐蚀莲花宝物）、血红旗子（召唤血红异兽）。纪宁以雪白莲花等护身奇宝抵挡，虽有嘴角血丝但未受重创。三大家族宝物用一件少一件，陷入两难。",三大族长动用西斯族宝物仍奈何不了纪宁，双方陷入宝物消耗的僵持。,79.36507936507937,1,0,1,1,0,0,0,0,4.4,2.6
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1152,19,北冥宫,转折高潮、设定展开,设定、高潮,"九尘也展示诸多奇宝，三大族长不敢再耗宝物，选择撤退。纪宁操纵大地山石在飞鹤山脉废墟上建起万里大山，山顶降临永恒极品法宝仙宫""北冥宫""，以世界投影碾压三大家族周围山脉河流立威，宣告建立北冥宫。这一方世界从此形成北冥宫与三大家族两极对峙格局。九尘统领投靠家族扩张北冥宫势力。转眼两千余年过去，纪宁一直寻找隐秘之地，南一分堂堂主带来八成把握的隐秘之地消息。",纪宁建立北冥宫与三大家族分庭抗礼，两千余年后终于获得隐秘之地的线索。,79.43409247757074,0,0,1,1,0,0,0,0,3.3,1.8
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1153,20,隐秘之地,设定展开、悬念设置,伏笔、设定,堂主献上闲散道君临终遗言卷轴，记载其曾无意进入隐秘之地边缘，发现有强大驻军和通往山腹的通道禁制。隐秘之地是独立空间，故纪宁世界投影此前未能发现。纪宁传授堂主一门直达四步道君的传承作为奖赏。纪宁当夜将九尘收入洞天，施展无影遁术潜入，逐一碰触大树寻找入口。两天后碰触一株三丈粗大树时被吸入独立空间，出现于一座悬浮大山的山脚。山脚有驻军（两尊帝级傀儡+六名生死道君+大量世界境），山腹通道有层层古老禁制。纪宁发现时空传送阵——三大家族通过此阵往来隐秘之地。纪宁决定等待道君进入时混入。,隐秘之地的独立空间结构、驻军配置、通道禁制和时空传送阵揭示，纪宁潜伏等待时机。,79.5031055900621,0,1,0,1,0,0,0,1,3.1,0.5
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1154,21,西斯法盘,转折高潮、情节推进,高潮,"纪宁等待五万余年后，爵崖族三步道君""喜翮道君""出关奉命前往祖地。纪宁以迷魂术瞬间控制喜翮道君收入洞天，变化成其模样和魂魄真灵气息。三名道君以""西斯法盘""操控通道禁制放纪宁进入。纪宁进入后询问喜翮道君无果（立有本命誓言）。纪宁决定夺取西斯法盘以绝后患——以心力迷晕三名操控法盘的道君，用北虹剑施展滴血式破坏附加阵法，强行拽走西斯法盘收入洞天。三名银色人从山腹内飞来追杀。",纪宁伪装混入隐秘之地，夺取西斯法盘以确保夺宝后能安全离开。,79.57211870255348,1,1,1,0,0,0,1,0,5.9,2.1
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1155,22,祖训,矛盾爆发、转折高潮,冲突、高潮,"纪宁显出真身，世界投影笼罩通道和外部驻军及山腹部分区域。纪宁以心力迷魂控制三十一名道君，威胁三大族长——条件为互不攻击、告知西斯族所有秘密。三大族长以""祖训""为由拒绝，反提议以三尊帝级傀儡换回族人并要求纪宁离开祖地。纪宁拒绝，杀一名道君施压，三大族长仍不妥协。纪宁遂以心力灭绝术瞬间灭杀全部三十一名道君。两大族长缠住纪宁，银发银色人深入山腹收走剩余五名道君。",谈判破裂，纪宁灭杀三大家族三十一名道君，双方彻底决裂。,79.64113181504486,0,1,1,0,0,0,0,1,4.6000000000000005,1.3
莽荒纪,魔象石壁,34_第三十四卷_魔象石壁_大纲.md,1156,23,再见黑色人形生物,设定揭示、悬念设置,伏笔、揭示、设定,银发银色人收走仅存五名道君后退入山腹深处（世界投影无法覆盖的区域）。纪宁深入山腹，发现连绵的黑色金色驳杂宫殿群废墟，均有利爪破坏痕迹。途中发现一具断成两截的黝黑人形生物尸体——正是当年虞星海洞窟中令两名主宰身死的那种，能撕成两截的强者远超纪宁想象。纪宁无法搬动尸体，继续前进。来到宫殿核心区域，世界投影和秘术被未知力量排斥，但该力量因柱子大量损坏而虚弱。纪宁进入核心区域，远处看到三具黑色人形生物尸体。忽然四道超越百倍天道极限速度的身影杀来，命令三大族长拦截纪宁。,山腹深处发现四具黑色人形生物尸体和西斯族宫殿废墟，四尊圣城之主级傀儡现身追杀。,79.71014492753623,1,1,0,0,0,0,0,1,3.3000000000000003,0.8
